"Date(UTC)","UnixTimeStamp","No. of ERC20 Token Transfers"
"2020-12-02","1606867200","868884"
"2020-12-03","1606953600","889930"
"2020-12-04","1607040000","900383"
"2020-12-05","1607126400","843820"
"2020-12-06","1607212800","872536"
"2020-12-07","1607299200","913856"
"2020-12-08","1607385600","911670"
"2020-12-09","1607472000","928659"
"2020-12-10","1607558400","901195"
"2020-12-11","1607644800","889686"
"2020-12-12","1607731200","863433"
"2020-12-13","1607817600","861110"
"2020-12-14","1607904000","944861"
"2020-12-15","1607990400","958462"
"2020-12-16","1608076800","957194"
"2020-12-17","1608163200","921579"
"2020-12-18","1608249600","920804"
"2020-12-19","1608336000","891097"
"2020-12-20","1608422400","913631"
"2020-12-21","1608508800","930165"
"2020-12-22","1608595200","927322"
"2020-12-23","1608681600","930937"
"2020-12-24","1608768000","881551"
"2020-12-25","1608854400","904308"
"2020-12-26","1608940800","897680"
"2020-12-27","1609027200","874902"
"2020-12-28","1609113600","934961"
"2020-12-29","1609200000","914917"
"2020-12-30","1609286400","924589"
"2020-12-31","1609372800","915403"
"2021-01-01","1609459200","902125"
"2021-01-02","1609545600","924703"
"2021-01-03","1609632000","851089"
"2021-01-04","1609718400","777590"
"2021-01-05","1609804800","838580"
"2021-01-06","1609891200","848603"
"2021-01-07","1609977600","808651"
"2021-01-08","1610064000","814561"
"2021-01-09","1610150400","832816"
"2021-01-10","1610236800","820047"
"2021-01-11","1610323200","757100"
"2021-01-12","1610409600","807354"
"2021-01-13","1610496000","803117"
"2021-01-14","1610582400","854434"
"2021-01-15","1610668800","842726"
"2021-01-16","1610755200","847649"
"2021-01-17","1610841600","851298"
"2021-01-18","1610928000","902839"
"2021-01-19","1611014400","844361"
"2021-01-20","1611100800","831413"
"2021-01-21","1611187200","811609"
"2021-01-22","1611273600","800820"
"2021-01-23","1611360000","844960"
"2021-01-24","1611446400","849003"
"2021-01-25","1611532800","883954"
"2021-01-26","1611619200","855468"
"2021-01-27","1611705600","866040"
"2021-01-28","1611792000","879431"
"2021-01-29","1611878400","858340"
"2021-01-30","1611964800","838594"
"2021-01-31","1612051200","889923"
"2021-02-01","1612137600","879857"
"2021-02-02","1612224000","864232"
"2021-02-03","1612310400","858657"
"2021-02-04","1612396800","839784"
"2021-02-05","1612483200","847405"
"2021-02-06","1612569600","829515"
"2021-02-07","1612656000","840017"
"2021-02-08","1612742400","833493"
"2021-02-09","1612828800","849049"
"2021-02-10","1612915200","838729"
"2021-02-11","1613001600","839375"
"2021-02-12","1613088000","859865"
"2021-02-13","1613174400","849809"
"2021-02-14","1613260800","853722"
"2021-02-15","1613347200","836615"
"2021-02-16","1613433600","805200"
"2021-02-17","1613520000","840625"
"2021-02-18","1613606400","860018"
"2021-02-19","1613692800","842208"
"2021-02-20","1613779200","837065"
"2021-02-21","1613865600","817649"
"2021-02-22","1613952000","800504"
"2021-02-23","1614038400","738571"
"2021-02-24","1614124800","801522"
"2021-02-25","1614211200","797097"
"2021-02-26","1614297600","782292"
"2021-02-27","1614384000","764982"
"2021-02-28","1614470400","773850"
"2021-03-01","1614556800","799735"
"2021-03-02","1614643200","794399"
"2021-03-03","1614729600","823585"
"2021-03-04","1614816000","823779"
"2021-03-05","1614902400","818139"
"2021-03-06","1614988800","772472"
"2021-03-07","1615075200","827363"
"2021-03-08","1615161600","843648"
"2021-03-09","1615248000","855846"
"2021-03-10","1615334400","850924"
"2021-03-11","1615420800","834936"
"2021-03-12","1615507200","842462"
"2021-03-13","1615593600","821828"
"2021-03-14","1615680000","839830"
"2021-03-15","1615766400","851233"
"2021-03-16","1615852800","847805"
"2021-03-17","1615939200","809819"
"2021-03-18","1616025600","802716"
"2021-03-19","1616112000","852011"
"2021-03-20","1616198400","824277"
"2021-03-21","1616284800","786493"
"2021-03-22","1616371200","858256"
"2021-03-23","1616457600","860115"
"2021-03-24","1616544000","859106"
"2021-03-25","1616630400","839189"
"2021-03-26","1616716800","825898"
"2021-03-27","1616803200","831146"
"2021-03-28","1616889600","809759"
"2021-03-29","1616976000","859856"
"2021-03-30","1617062400","865558"
"2021-03-31","1617148800","872051"
"2021-04-01","1617235200","887161"
"2021-04-02","1617321600","872953"
"2021-04-03","1617408000","846382"
"2021-04-04","1617494400","828827"
"2021-04-05","1617580800","858191"
"2021-04-06","1617667200","892560"
"2021-04-07","1617753600","887469"
"2021-04-08","1617840000","867995"
"2021-04-09","1617926400","866488"
"2021-04-10","1618012800","852569"
"2021-04-11","1618099200","846517"
"2021-04-12","1618185600","892600"
"2021-04-13","1618272000","901504"
"2021-04-14","1618358400","919731"
"2021-04-15","1618444800","881911"
"2021-04-16","1618531200","888966"
"2021-04-17","1618617600","908438"
"2021-04-18","1618704000","915104"
"2021-04-19","1618790400","903992"
"2021-04-20","1618876800","924863"
"2021-04-21","1618963200","987773"
"2021-04-22","1619049600","1050568"
"2021-04-23","1619136000","1054691"
"2021-04-24","1619222400","914207"
"2021-04-25","1619308800","938826"
"2021-04-26","1619395200","1004827"
"2021-04-27","1619481600","1000936"
"2021-04-28","1619568000","1028966"
"2021-04-29","1619654400","1057970"
"2021-04-30","1619740800","1060773"
"2021-05-01","1619827200","1018030"
"2021-05-02","1619913600","1015782"
"2021-05-03","1620000000","1023094"
"2021-05-04","1620086400","1063508"
"2021-05-05","1620172800","1054799"
"2021-05-06","1620259200","1051941"
"2021-05-07","1620345600","1058334"
"2021-05-08","1620432000","1071317"
"2021-05-09","1620518400","1068958"
"2021-05-10","1620604800","1076283"
"2021-05-11","1620691200","1005843"
"2021-05-12","1620777600","1018519"
"2021-05-13","1620864000","1049146"
"2021-05-14","1620950400","1026317"
"2021-05-15","1621036800","1055733"
"2021-05-16","1621123200","1013253"
"2021-05-17","1621209600","1063518"
"2021-05-18","1621296000","1062409"
"2021-05-19","1621382400","1033560"
"2021-05-20","1621468800","1029400"
"2021-05-21","1621555200","1009485"
"2021-05-22","1621641600","962530"
"2021-05-23","1621728000","999340"
"2021-05-24","1621814400","1026580"
"2021-05-25","1621900800","1014364"
"2021-05-26","1621987200","1013917"
"2021-05-27","1622073600","941153"
"2021-05-28","1622160000","1307369"
"2021-05-29","1622246400","1024753"
"2021-05-30","1622332800","1031339"
"2021-05-31","1622419200","987038"
"2021-06-01","1622505600","959702"
"2021-06-02","1622592000","993976"
"2021-06-03","1622678400","999616"
"2021-06-04","1622764800","990889"
"2021-06-05","1622851200","896207"
"2021-06-06","1622937600","883691"
"2021-06-07","1623024000","999366"
"2021-06-08","1623110400","1004447"
"2021-06-09","1623196800","961531"
"2021-06-10","1623283200","967229"
"2021-06-11","1623369600","979914"
"2021-06-12","1623456000","946175"
"2021-06-13","1623542400","884794"
"2021-06-14","1623628800","941629"
"2021-06-15","1623715200","1000784"
"2021-06-16","1623801600","985814"
"2021-06-17","1623888000","1010293"
"2021-06-18","1623974400","977730"
"2021-06-19","1624060800","895905"
"2021-06-20","1624147200","903236"
"2021-06-21","1624233600","979850"
"2021-06-22","1624320000","1033026"
"2021-06-23","1624406400","998491"
"2021-06-24","1624492800","953631"
"2021-06-25","1624579200","979147"
"2021-06-26","1624665600","946817"
"2021-06-27","1624752000","835266"
"2021-06-28","1624838400","939953"
"2021-06-29","1624924800","983205"
"2021-06-30","1625011200","933858"
"2021-07-01","1625097600","940459"
"2021-07-02","1625184000","950272"
"2021-07-03","1625270400","924085"
"2021-07-04","1625356800","918361"
"2021-07-05","1625443200","934117"
"2021-07-06","1625529600","1095678"
"2021-07-07","1625616000","1059671"
"2021-07-08","1625702400","1042905"
"2021-07-09","1625788800","1068038"
"2021-07-10","1625875200","1024850"
"2021-07-11","1625961600","958610"
"2021-07-12","1626048000","1003283"
"2021-07-13","1626134400","974273"
"2021-07-14","1626220800","966802"
"2021-07-15","1626307200","987724"
"2021-07-16","1626393600","897977"
"2021-07-17","1626480000","928023"
"2021-07-18","1626566400","935148"
"2021-07-19","1626652800","930966"
"2021-07-20","1626739200","953858"
"2021-07-21","1626825600","953916"
"2021-07-22","1626912000","889664"
"2021-07-23","1626998400","903952"
"2021-07-24","1627084800","945398"
"2021-07-25","1627171200","860654"
"2021-07-26","1627257600","988586"
"2021-07-27","1627344000","839903"
"2021-07-28","1627430400","814999"
"2021-07-29","1627516800","908480"
"2021-07-30","1627603200","918467"
"2021-07-31","1627689600","883653"
"2021-08-01","1627776000","844536"
"2021-08-02","1627862400","862462"
"2021-08-03","1627948800","802086"
"2021-08-04","1628035200","850252"
"2021-08-05","1628121600","771565"
"2021-08-06","1628208000","788011"
"2021-08-07","1628294400","794687"
"2021-08-08","1628380800","791153"
"2021-08-09","1628467200","774422"
"2021-08-10","1628553600","745957"
"2021-08-11","1628640000","810510"
"2021-08-12","1628726400","800349"
"2021-08-13","1628812800","747003"
"2021-08-14","1628899200","750349"
"2021-08-15","1628985600","700465"
"2021-08-16","1629072000","783253"
"2021-08-17","1629158400","834600"
"2021-08-18","1629244800","825878"
"2021-08-19","1629331200","867180"
"2021-08-20","1629417600","880567"
"2021-08-21","1629504000","802662"
"2021-08-22","1629590400","800648"
"2021-08-23","1629676800","780617"
"2021-08-24","1629763200","713140"
"2021-08-25","1629849600","657925"
"2021-08-26","1629936000","675994"
"2021-08-27","1630022400","594663"
"2021-08-28","1630108800","589364"
"2021-08-29","1630195200","586716"
"2021-08-30","1630281600","638596"
"2021-08-31","1630368000","637678"
"2021-09-01","1630454400","630799"
"2021-09-02","1630540800","663891"
"2021-09-03","1630627200","564045"
"2021-09-04","1630713600","545343"
"2021-09-05","1630800000","567409"
"2021-09-06","1630886400","625803"
"2021-09-07","1630972800","730007"
"2021-09-08","1631059200","684087"
"2021-09-09","1631145600","660373"
"2021-09-10","1631232000","726895"
"2021-09-11","1631318400","741203"
"2021-09-12","1631404800","707823"
"2021-09-13","1631491200","695615"
"2021-09-14","1631577600","754885"
"2021-09-15","1631664000","729581"
"2021-09-16","1631750400","792402"
"2021-09-17","1631836800","795446"
"2021-09-18","1631923200","670126"
"2021-09-19","1632009600","692879"
"2021-09-20","1632096000","722335"
"2021-09-21","1632182400","690858"
"2021-09-22","1632268800","731745"
"2021-09-23","1632355200","652808"
"2021-09-24","1632441600","672935"
"2021-09-25","1632528000","643728"
"2021-09-26","1632614400","626556"
"2021-09-27","1632700800","598930"
"2021-09-28","1632787200","585061"
"2021-09-29","1632873600","626371"
"2021-09-30","1632960000","604008"
"2021-10-01","1633046400","642498"
"2021-10-02","1633132800","632862"
"2021-10-03","1633219200","610390"
"2021-10-04","1633305600","598489"
"2021-10-05","1633392000","665320"
"2021-10-06","1633478400","658259"
"2021-10-07","1633564800","767392"
"2021-10-08","1633651200","687490"
"2021-10-09","1633737600","686958"
"2021-10-10","1633824000","674646"
"2021-10-11","1633910400","712166"
"2021-10-12","1633996800","765226"
"2021-10-13","1634083200","719538"
"2021-10-14","1634169600","738720"
"2021-10-15","1634256000","780174"
"2021-10-16","1634342400","709327"
"2021-10-17","1634428800","695256"
"2021-10-18","1634515200","737314"
"2021-10-19","1634601600","787068"
"2021-10-20","1634688000","820244"
"2021-10-21","1634774400","776655"
"2021-10-22","1634860800","778958"
"2021-10-23","1634947200","754063"
"2021-10-24","1635033600","829943"
"2021-10-25","1635120000","851070"
"2021-10-26","1635206400","914738"
"2021-10-27","1635292800","937894"
"2021-10-28","1635379200","990204"
"2021-10-29","1635465600","973196"
"2021-10-30","1635552000","976476"
"2021-10-31","1635638400","934799"
"2021-11-01","1635724800","902382"
"2021-11-02","1635811200","957294"
"2021-11-03","1635897600","994319"
"2021-11-04","1635984000","982869"
"2021-11-05","1636070400","904505"
"2021-11-06","1636156800","871964"
"2021-11-07","1636243200","908538"
"2021-11-08","1636329600","922568"
"2021-11-09","1636416000","892257"
"2021-11-10","1636502400","916649"
"2021-11-11","1636588800","912695"
"2021-11-12","1636675200","950123"
"2021-11-13","1636761600","850357"
"2021-11-14","1636848000","846821"
"2021-11-15","1636934400","825119"
"2021-11-16","1637020800","869739"
"2021-11-17","1637107200","823910"
"2021-11-18","1637193600","865307"
"2021-11-19","1637280000","807919"
"2021-11-20","1637366400","781188"
"2021-11-21","1637452800","870763"
"2021-11-22","1637539200","748478"
"2021-11-23","1637625600","809611"
"2021-11-24","1637712000","898872"
"2021-11-25","1637798400","908261"
"2021-11-26","1637884800","910389"
"2021-11-27","1637971200","784051"
"2021-11-28","1638057600","706124"
"2021-11-29","1638144000","744780"
"2021-11-30","1638230400","794638"
"2021-12-01","1638316800","735116"
"2021-12-02","1638403200","845431"
"2021-12-03","1638489600","831164"
"2021-12-04","1638576000","852391"
"2021-12-05","1638662400","690481"
"2021-12-06","1638748800","793242"
"2021-12-07","1638835200","758701"
"2021-12-08","1638921600","762571"
"2021-12-09","1639008000","766762"
"2021-12-10","1639094400","773098"
"2021-12-11","1639180800","707737"
"2021-12-12","1639267200","668629"
"2021-12-13","1639353600","720688"
"2021-12-14","1639440000","720109"
"2021-12-15","1639526400","761072"
"2021-12-16","1639612800","641630"
"2021-12-17","1639699200","681586"
"2021-12-18","1639785600","669020"
"2021-12-19","1639872000","710474"
"2021-12-20","1639958400","737536"
"2021-12-21","1640044800","726775"
"2021-12-22","1640131200","717904"
"2021-12-23","1640217600","747291"
"2021-12-24","1640304000","830439"
"2021-12-25","1640390400","896936"
"2021-12-26","1640476800","751680"
"2021-12-27","1640563200","730205"
"2021-12-28","1640649600","720010"
"2021-12-29","1640736000","766387"
"2021-12-30","1640822400","707736"
"2021-12-31","1640908800","727149"
"2022-01-01","1640995200","606533"
"2022-01-02","1641081600","599793"
"2022-01-03","1641168000","660337"
"2022-01-04","1641254400","632534"
"2022-01-05","1641340800","684120"
"2022-01-06","1641427200","680840"
"2022-01-07","1641513600","644998"
"2022-01-08","1641600000","583874"
"2022-01-09","1641686400","452781"
"2022-01-10","1641772800","651763"
"2022-01-11","1641859200","674332"
"2022-01-12","1641945600","649530"
"2022-01-13","1642032000","606548"
"2022-01-14","1642118400","601215"
"2022-01-15","1642204800","547623"
"2022-01-16","1642291200","537050"
"2022-01-17","1642377600","609599"
"2022-01-18","1642464000","601116"
"2022-01-19","1642550400","618830"
"2022-01-20","1642636800","633732"
"2022-01-21","1642723200","719425"
"2022-01-22","1642809600","762769"
"2022-01-23","1642896000","613876"
"2022-01-24","1642982400","671655"
"2022-01-25","1643068800","581632"
"2022-01-26","1643155200","601447"
"2022-01-27","1643241600","549507"
"2022-01-28","1643328000","568084"
"2022-01-29","1643414400","516982"
"2022-01-30","1643500800","519760"
"2022-01-31","1643587200","540748"
"2022-02-01","1643673600","534266"
"2022-02-02","1643760000","528810"
"2022-02-03","1643846400","521944"
"2022-02-04","1643932800","583341"
"2022-02-05","1644019200","577856"
"2022-02-06","1644105600","592791"
"2022-02-07","1644192000","627988"
"2022-02-08","1644278400","646123"
"2022-02-09","1644364800","686441"
"2022-02-10","1644451200","656379"
"2022-02-11","1644537600","703210"
"2022-02-12","1644624000","668493"
"2022-02-13","1644710400","631849"
"2022-02-14","1644796800","616364"
"2022-02-15","1644883200","647964"
"2022-02-16","1644969600","612602"
"2022-02-17","1645056000","622837"
"2022-02-18","1645142400","582955"
"2022-02-19","1645228800","546478"
"2022-02-20","1645315200","566770"
"2022-02-21","1645401600","529533"
"2022-02-22","1645488000","598704"
"2022-02-23","1645574400","567859"
"2022-02-24","1645660800","780246"
"2022-02-25","1645747200","582606"
"2022-02-26","1645833600","575406"
"2022-02-27","1645920000","591296"
"2022-02-28","1646006400","631816"
"2022-03-01","1646092800","680634"
"2022-03-02","1646179200","653031"
"2022-03-03","1646265600","653668"
"2022-03-04","1646352000","671932"
"2022-03-05","1646438400","630254"
"2022-03-06","1646524800","625267"
"2022-03-07","1646611200","686854"
"2022-03-08","1646697600","732145"
"2022-03-09","1646784000","750764"
"2022-03-10","1646870400","792769"
"2022-03-11","1646956800","665069"
"2022-03-12","1647043200","640227"
"2022-03-13","1647129600","633387"
"2022-03-14","1647216000","691153"
"2022-03-15","1647302400","715158"
"2022-03-16","1647388800","773612"
"2022-03-17","1647475200","737268"
"2022-03-18","1647561600","714131"
"2022-03-19","1647648000","762478"
"2022-03-20","1647734400","679321"
"2022-03-21","1647820800","696934"
"2022-03-22","1647907200","685489"
"2022-03-23","1647993600","712099"
"2022-03-24","1648080000","703570"
"2022-03-25","1648166400","686744"
"2022-03-26","1648252800","705778"
"2022-03-27","1648339200","689306"
"2022-03-28","1648425600","832533"
"2022-03-29","1648512000","837006"
"2022-03-30","1648598400","796408"
"2022-03-31","1648684800","756975"
"2022-04-01","1648771200","759053"
"2022-04-02","1648857600","786152"
"2022-04-03","1648944000","710206"
"2022-04-04","1649030400","691473"
"2022-04-05","1649116800","678475"
"2022-04-06","1649203200","692537"
"2022-04-07","1649289600","604188"
"2022-04-08","1649376000","592971"
"2022-04-09","1649462400","628707"
"2022-04-10","1649548800","560568"
"2022-04-11","1649635200","680649"
"2022-04-12","1649721600","629641"
"2022-04-13","1649808000","608653"
"2022-04-14","1649894400","604939"
"2022-04-15","1649980800","628799"
"2022-04-16","1650067200","567258"
"2022-04-17","1650153600","624039"
"2022-04-18","1650240000","674036"
"2022-04-19","1650326400","599814"
"2022-04-20","1650412800","585563"
"2022-04-21","1650499200","596711"
"2022-04-22","1650585600","626712"
"2022-04-23","1650672000","587157"
"2022-04-24","1650758400","577637"
"2022-04-25","1650844800","641078"
"2022-04-26","1650931200","635883"
"2022-04-27","1651017600","596398"
"2022-04-28","1651104000","639161"
"2022-04-29","1651190400","704970"
"2022-04-30","1651276800","702661"
"2022-05-01","1651363200","530086"
"2022-05-02","1651449600","554661"
"2022-05-03","1651536000","503488"
"2022-05-04","1651622400","599509"
"2022-05-05","1651708800","621846"
"2022-05-06","1651795200","563743"
"2022-05-07","1651881600","580987"
"2022-05-08","1651968000","714687"
"2022-05-09","1652054400","732964"
"2022-05-10","1652140800","744959"
"2022-05-11","1652227200","880652"
"2022-05-12","1652313600","876788"
"2022-05-13","1652400000","795873"
"2022-05-14","1652486400","775275"
"2022-05-15","1652572800","697055"
"2022-05-16","1652659200","658631"
"2022-05-17","1652745600","550072"
"2022-05-18","1652832000","612483"
"2022-05-19","1652918400","600894"
"2022-05-20","1653004800","530201"
"2022-05-21","1653091200","449784"
"2022-05-22","1653177600","450731"
"2022-05-23","1653264000","563195"
"2022-05-24","1653350400","510222"
"2022-05-25","1653436800","511409"
"2022-05-26","1653523200","498276"
"2022-05-27","1653609600","511327"
"2022-05-28","1653696000","508402"
"2022-05-29","1653782400","452727"
"2022-05-30","1653868800","479010"
"2022-05-31","1653955200","458735"
"2022-06-01","1654041600","482436"
"2022-06-02","1654128000","361744"
"2022-06-03","1654214400","374854"
"2022-06-04","1654300800","332095"
"2022-06-05","1654387200","324627"
"2022-06-06","1654473600","416007"
"2022-06-07","1654560000","447353"
"2022-06-08","1654646400","380089"
"2022-06-09","1654732800","379621"
"2022-06-10","1654819200","452180"
"2022-06-11","1654905600","487586"
"2022-06-12","1654992000","540208"
"2022-06-13","1655078400","741906"
"2022-06-14","1655164800","652253"
"2022-06-15","1655251200","676735"
"2022-06-16","1655337600","562995"
"2022-06-17","1655424000","501337"
"2022-06-18","1655510400","598409"
"2022-06-19","1655596800","567322"
"2022-06-20","1655683200","576672"
"2022-06-21","1655769600","519143"
"2022-06-22","1655856000","503939"
"2022-06-23","1655942400","484708"
"2022-06-24","1656028800","504686"
"2022-06-25","1656115200","428915"
"2022-06-26","1656201600","391029"
"2022-06-27","1656288000","423506"
"2022-06-28","1656374400","480981"
"2022-06-29","1656460800","485605"
"2022-06-30","1656547200","522810"
"2022-07-01","1656633600","604168"
"2022-07-02","1656720000","557852"
"2022-07-03","1656806400","467612"
"2022-07-04","1656892800","533625"
"2022-07-05","1656979200","561853"
"2022-07-06","1657065600","554579"
"2022-07-07","1657152000","562528"
"2022-07-08","1657238400","547536"
"2022-07-09","1657324800","532876"
"2022-07-10","1657411200","471318"
"2022-07-11","1657497600","592146"
"2022-07-12","1657584000","585011"
"2022-07-13","1657670400","631109"
"2022-07-14","1657756800","594871"
"2022-07-15","1657843200","554710"
"2022-07-16","1657929600","720117"
"2022-07-17","1658016000","489147"
"2022-07-18","1658102400","671502"
"2022-07-19","1658188800","741772"
"2022-07-20","1658275200","681837"
"2022-07-21","1658361600","638545"
"2022-07-22","1658448000","660497"
"2022-07-23","1658534400","573203"
"2022-07-24","1658620800","631159"
"2022-07-25","1658707200","628270"
"2022-07-26","1658793600","638365"
"2022-07-27","1658880000","706147"
"2022-07-28","1658966400","691249"
"2022-07-29","1659052800","707448"
"2022-07-30","1659139200","682240"
"2022-07-31","1659225600","653531"
"2022-08-01","1659312000","699805"
"2022-08-02","1659398400","708015"
"2022-08-03","1659484800","683665"
"2022-08-04","1659571200","606257"
"2022-08-05","1659657600","643970"
"2022-08-06","1659744000","608840"
"2022-08-07","1659830400","590050"
"2022-08-08","1659916800","673396"
"2022-08-09","1660003200","646314"
"2022-08-10","1660089600","642550"
"2022-08-11","1660176000","659642"
"2022-08-12","1660262400","634339"
"2022-08-13","1660348800","670167"
"2022-08-14","1660435200","678720"
"2022-08-15","1660521600","673618"
"2022-08-16","1660608000","629500"
"2022-08-17","1660694400","652221"
"2022-08-18","1660780800","595290"
"2022-08-19","1660867200","689381"
"2022-08-20","1660953600","578252"
"2022-08-21","1661040000","756359"
"2022-08-22","1661126400","612433"
"2022-08-23","1661212800","626370"
"2022-08-24","1661299200","700891"
"2022-08-25","1661385600","822712"
"2022-08-26","1661472000","688375"
"2022-08-27","1661558400","700575"
"2022-08-28","1661644800","577207"
"2022-08-29","1661731200","637270"
"2022-08-30","1661817600","664338"
"2022-08-31","1661904000","599720"
"2022-09-01","1661990400","644956"
"2022-09-02","1662076800","625613"
"2022-09-03","1662163200","754459"
"2022-09-04","1662249600","523623"
"2022-09-05","1662336000","798629"
"2022-09-06","1662422400","737306"
"2022-09-07","1662508800","645698"
"2022-09-08","1662595200","766077"
"2022-09-09","1662681600","613123"
"2022-09-10","1662768000","566110"
"2022-09-11","1662854400","598551"
"2022-09-12","1662940800","617072"
"2022-09-13","1663027200","759595"
"2022-09-14","1663113600","637907"
"2022-09-15","1663200000","726543"
"2022-09-16","1663286400","741538"
"2022-09-17","1663372800","697863"
"2022-09-18","1663459200","778244"
"2022-09-19","1663545600","900688"
"2022-09-20","1663632000","1021129"
"2022-09-21","1663718400","866049"
"2022-09-22","1663804800","821247"
"2022-09-23","1663891200","842777"
"2022-09-24","1663977600","968162"
"2022-09-25","1664064000","844586"
"2022-09-26","1664150400","1106271"
"2022-09-27","1664236800","916775"
"2022-09-28","1664323200","984587"
"2022-09-29","1664409600","963089"
"2022-09-30","1664496000","725160"
"2022-10-01","1664582400","747209"
"2022-10-02","1664668800","753539"
"2022-10-03","1664755200","656277"
"2022-10-04","1664841600","793093"
"2022-10-05","1664928000","807807"
"2022-10-06","1665014400","804769"
"2022-10-07","1665100800","732167"
"2022-10-08","1665187200","629093"
"2022-10-09","1665273600","449129"
"2022-10-10","1665360000","716017"
"2022-10-11","1665446400","788244"
"2022-10-12","1665532800","681879"
"2022-10-13","1665619200","779874"
"2022-10-14","1665705600","732268"
"2022-10-15","1665792000","681812"
"2022-10-16","1665878400","730751"
"2022-10-17","1665964800","872253"
"2022-10-18","1666051200","800641"
"2022-10-19","1666137600","774427"
"2022-10-20","1666224000","869933"
"2022-10-21","1666310400","830719"
"2022-10-22","1666396800","666385"
"2022-10-23","1666483200","737818"
"2022-10-24","1666569600","791822"
"2022-10-25","1666656000","828530"
"2022-10-26","1666742400","830101"
"2022-10-27","1666828800","832653"
"2022-10-28","1666915200","770880"
"2022-10-29","1667001600","865345"
"2022-10-30","1667088000","787061"
"2022-10-31","1667174400","754870"
"2022-11-01","1667260800","800562"
"2022-11-02","1667347200","789903"
"2022-11-03","1667433600","785205"
"2022-11-04","1667520000","782986"
"2022-11-05","1667606400","856721"
"2022-11-06","1667692800","681158"
"2022-11-07","1667779200","916126"
"2022-11-08","1667865600","972498"
"2022-11-09","1667952000","1085580"
"2022-11-10","1668038400","1072973"
"2022-11-11","1668124800","981291"
"2022-11-12","1668211200","787498"
"2022-11-13","1668297600","940757"
"2022-11-14","1668384000","972375"
"2022-11-15","1668470400","874812"
"2022-11-16","1668556800","805435"
"2022-11-17","1668643200","814857"
"2022-11-18","1668729600","748587"
"2022-11-19","1668816000","649736"
"2022-11-20","1668902400","832793"
"2022-11-21","1668988800","853983"
"2022-11-22","1669075200","845787"
"2022-11-23","1669161600","1117944"
"2022-11-24","1669248000","859608"
"2022-11-25","1669334400","762543"
"2022-11-26","1669420800","793561"
"2022-11-27","1669507200","714894"
"2022-11-28","1669593600","832197"
"2022-11-29","1669680000","829856"
"2022-11-30","1669766400","868113"
"2022-12-01","1669852800","795559"
"2022-12-02","1669939200","755762"
"2022-12-03","1670025600","674743"
"2022-12-04","1670112000","702119"
"2022-12-05","1670198400","765984"
"2022-12-06","1670284800","794023"
"2022-12-07","1670371200","748698"
"2022-12-08","1670457600","743149"
"2022-12-09","1670544000","792039"
"2022-12-10","1670630400","798847"
"2022-12-11","1670716800","731822"
"2022-12-12","1670803200","908190"
"2022-12-13","1670889600","979738"
"2022-12-14","1670976000","859654"
"2022-12-15","1671062400","889218"
"2022-12-16","1671148800","905607"
"2022-12-17","1671235200","801308"
"2022-12-18","1671321600","764917"
"2022-12-19","1671408000","832543"
"2022-12-20","1671494400","847794"
"2022-12-21","1671580800","811324"
"2022-12-22","1671667200","797071"
"2022-12-23","1671753600","763227"
"2022-12-24","1671840000","737903"
"2022-12-25","1671926400","666045"
"2022-12-26","1672012800","790792"
"2022-12-27","1672099200","760806"
"2022-12-28","1672185600","752846"
"2022-12-29","1672272000","729132"
"2022-12-30","1672358400","733027"
"2022-12-31","1672444800","693117"
"2023-01-01","1672531200","661785"
"2023-01-02","1672617600","758939"
"2023-01-03","1672704000","777489"
"2023-01-04","1672790400","884112"
"2023-01-05","1672876800","835324"
"2023-01-06","1672963200","879789"
"2023-01-07","1673049600","824483"
"2023-01-08","1673136000","714970"
"2023-01-09","1673222400","958382"
"2023-01-10","1673308800","939914"
"2023-01-11","1673395200","893204"
"2023-01-12","1673481600","947352"
"2023-01-13","1673568000","869960"
"2023-01-14","1673654400","992678"
"2023-01-15","1673740800","906331"
"2023-01-16","1673827200","980645"
"2023-01-17","1673913600","938182"
"2023-01-18","1674000000","1078421"
"2023-01-19","1674086400","925632"
"2023-01-20","1674172800","908340"
"2023-01-21","1674259200","996789"
"2023-01-22","1674345600","844826"
"2023-01-23","1674432000","839699"
"2023-01-24","1674518400","860959"
"2023-01-25","1674604800","1020090"
"2023-01-26","1674691200","884746"
"2023-01-27","1674777600","893867"
"2023-01-28","1674864000","872060"
"2023-01-29","1674950400","836462"
"2023-01-30","1675036800","964212"
"2023-01-31","1675123200","899707"
"2023-02-01","1675209600","1023038"
"2023-02-02","1675296000","1102020"
"2023-02-03","1675382400","1004885"
"2023-02-04","1675468800","1005164"
"2023-02-05","1675555200","1005949"
"2023-02-06","1675641600","1077612"
"2023-02-07","1675728000","1167182"
"2023-02-08","1675814400","1145873"
"2023-02-09","1675900800","1080125"
"2023-02-10","1675987200","1105018"
"2023-02-11","1676073600","975673"
"2023-02-12","1676160000","951744"
"2023-02-13","1676246400","980840"
"2023-02-14","1676332800","1022828"
"2023-02-15","1676419200","1047448"
"2023-02-16","1676505600","1069439"
"2023-02-17","1676592000","994707"
"2023-02-18","1676678400","1248542"
"2023-02-19","1676764800","946579"
"2023-02-20","1676851200","924132"
"2023-02-21","1676937600","982069"
"2023-02-22","1677024000","1077846"
"2023-02-23","1677110400","1148229"
"2023-02-24","1677196800","903890"
"2023-02-25","1677283200","872104"
"2023-02-26","1677369600","765379"
